DATE,ARTIST,TITLE,2nd ARTIST,STYLE,COMPOSER,AUTHOR,LAST_NAME_SEARCH,
1950-04-25,Francisco LOMUTO,Nunca mas,Miguel Montero,TANGO,Francisco Lomuto,Oscar Lomuto,LOMUTO,
1950-06-06,Francisco LOMUTO,Cachadora,Alberto Rivera,TANGO,Francisco Lomuto,Francisco Lomuto,LOMUTO,
1950-06-06,Francisco LOMUTO,Triste comedia,Miguel Montero,TANGO,Héctor Stamponi,Oscar Rubens,LOMUTO,
1950-10-27,Francisco LOMUTO,Alma en pena,Alberto Rivera,TANGO,Anselmo Aieta,Francisco García Jiménez,LOMUTO,
1950-10-27,Francisco LOMUTO,Tarde,Miguel Montero,TANGO,José Canet,José Canet,LOMUTO,
1948-12-14,Francisco ROTUNDO,Serenata de candombes,Carlos Roldan,MILONGA,?,?,ROTUNDO,
1948-12-14,Francisco ROTUNDO,Sur,Floreal Ruiz,TANGO,Aníbal Troilo,Homero Manzi,ROTUNDO,
1949-02-21,Francisco ROTUNDO,Mi noche triste,Floreal Ruiz,TANGO,Samuel Castriota,Pascual Contursi,ROTUNDO,
1949-05-23,Francisco ROTUNDO,Agüelita qué hora son,Floreal Ruiz,TANGO,Roberto Díaz,Cayetano Oreste,ROTUNDO,
1949-05-23,Francisco ROTUNDO,El pollero,Carlos Roldan,TANGO,Héctor Marcó,Héctor Marcó,ROTUNDO,
1949-09-30,Francisco ROTUNDO,Mis delirios,Floreal Ruiz,VALS,Agustín Magaldi y Pedro Noda,Roque Corletto,ROTUNDO,
1950-03-23,Francisco ROTUNDO,Entre sueños,,TANGO,Anselmo Aieta y Juan Polito,Francisco García Jiménez,ROTUNDO,
1950-07-06,Francisco ROTUNDO,Aquel tapado de armiño,Floreal Ruiz,TANGO,Enrique Delfino,Manuel Romero,ROTUNDO,
1950-07-06,Francisco ROTUNDO,Marejada,,TANGO,Roberto Firpo,Daniel López Barreto,ROTUNDO,
1950-08-18,Francisco ROTUNDO,Bandoneón arrabalero,Floreal Ruiz,TANGO,Bachicha,Pascual Contursi,ROTUNDO,
1950-12-29,Francisco ROTUNDO,Bien pulenta,Carlos Roldan,TANGO,Juan D'Arienzo y Héctor Varela,Carlos Waiss,ROTUNDO,
1950-12-29,Francisco ROTUNDO,Esclavas blancas,Floreal Ruiz,TANGO,Horacio Pettorossi,Horacio Pettorossi,ROTUNDO,
1951-09-10,Francisco ROTUNDO,Llorando la carta,Enrique Campos,TANGO,Juan Fulginiti,Juan Fulginiti,ROTUNDO,
1951-09-10,Francisco ROTUNDO,Sobre el pucho (Un callejón en Pompeya),Floreal Ruiz,TANGO,Sebastián Piana,José González Castillo,ROTUNDO,
1951-12-10,Francisco ROTUNDO,El viejo vals,Floreal Ruiz y Enrique Campos,VALS,Charlo,José González Castillo,ROTUNDO,
1951-12-10,Francisco ROTUNDO,Tras cartón,Floreal Ruiz,TANGO,Anselmo Aieta,Santiago Adamini,ROTUNDO,
1952-01-31,Francisco ROTUNDO,Tabernero (El tabernero),Enrique Campos,TANGO,Fausto Frontera y Miguel Cafre,Raúl Costa Oliveri,ROTUNDO,
1952-05-19,Francisco ROTUNDO,Alma de loca,Floreal Ruiz,TANGO,Guillermo Cavazza,Jacinto Font,ROTUNDO,
1952-05-19,Francisco ROTUNDO,Por seguidora y por fiel,Enrique Campos,TANGO,Ricardo Brignolo,Celedonio Flores,ROTUNDO,
1952-05-19,Francisco ROTUNDO,Resignate hermano,Floreal Ruiz,TANGO,José Ricardo y Guillermo Barbieri,José Rial,ROTUNDO,
1952-10-23,Francisco ROTUNDO,Las vueltas de la vida,Floreal Ruiz,TANGO,Francisco Canaro,Manuel Romero,ROTUNDO,
1952-12-23,Francisco ROTUNDO,No es más que yo,Enrique Campos,TANGO,Luis Mandarino,Enrique Dizeo,ROTUNDO,
1953-01-05,Francisco ROTUNDO,As de cartón,Enrique Campos,TANGO,Luis Viapiana y Juan Manuel González,Roberto Aubriot Barboza,ROTUNDO,
1953-01-05,Francisco ROTUNDO,Muchachos silencio,Floreal Ruiz,TANGO,Juan José Buscaglia,Alberto Ramponi,ROTUNDO,
1953-04-06,Francisco ROTUNDO,Infamia,Floreal Ruiz,TANGO,Enrique Santos Discepolo,Enrique Santos Discepolo,ROTUNDO,
1953-04-06,Francisco ROTUNDO,Levanta la frente,Julio Sosa,TANGO,Agustín Magaldi,Antonio Nápoli,ROTUNDO,
1953-06-26,Francisco ROTUNDO,Carnaval (2),Julio Sosa,CANDOMBE,Francisco Rotundo y Tití Rossi,Pedro Blasco,ROTUNDO,
1953-06-26,Francisco ROTUNDO,La casita esta triste,Julio Sosa,TANGO,Luis Bernstein,José De Grandis,ROTUNDO,
1953-09-17,Francisco ROTUNDO,Melenita de oro,Floreal Ruiz,TANGO,Carlos Vicente Geroni Flores,Samuel Linnig,ROTUNDO,
1953-09-17,Francisco ROTUNDO,Secreto,Julio Sosa,TANGO,Enrique Santos Discepolo,Enrique Santos Discepolo,ROTUNDO,
1953-12-14,Francisco ROTUNDO,Justo el 31,Julio Sosa,TANGO,Enrique Santos Discépolo,Enrique Santos Discépolo,ROTUNDO,
1953-12-14,Francisco ROTUNDO,Un infierno,Floreal Ruiz,TANGO,Francisco Rotundo,Reinaldo Yiso,ROTUNDO,
1954-04-12,Francisco ROTUNDO,Bien bohemio,Julio Sosa,TANGO,Ernesto Rossi y Juan Pomati,Sara Rainer,ROTUNDO,
1954-04-12,Francisco ROTUNDO,Milonguera,Floreal Ruiz,TANGO,José María Aguilar,José María Aguilar,ROTUNDO,
1954-07-08,Francisco ROTUNDO,Cómo le digo a la vieja,Floreal Ruiz,TANGO,Miguel Caló,Reinaldo Yiso,ROTUNDO,
1954-07-08,Francisco ROTUNDO,Mala suerte,Julio Sosa,TANGO,Francisco Lomuto,Francisco Gorrindo,ROTUNDO,
1954-09-17,Francisco ROTUNDO,Lo siento en el alma,Floreal Ruiz,TANGO,Roberto Giménez,Reinaldo Yiso,ROTUNDO,
1954-09-21,Francisco ROTUNDO,Pa' mí es igual (Siempre amigos),Julio Sosa,TANGO,Lucio Demare y Roberto Fugazot,Enrique Cadícamo y Agustín Irusta,ROTUNDO,
1954-11-16,Francisco ROTUNDO,Farolito viejo,Julio Sosa,TANGO,Luis Teisseire,José Eneas Riú,ROTUNDO,
1954-11-16,Francisco ROTUNDO,Para florearse,,TANGO,Juan Pomati y Ernesto Rossi y Francisco Rotundo,,ROTUNDO,
1955-01-12,Francisco ROTUNDO,Dios te salve m'hijo,Julio Sosa,TANGO,Pedro Noda y Agustín Magaldi,Luis Acosta García,ROTUNDO,
1955-01-12,Francisco ROTUNDO,Y no tenés perdón,Floreal Ruiz,TANGO,Floreal Ruiz y Francisco Rotundo,Sara Rainer,ROTUNDO,
1955-05-02,Francisco ROTUNDO,Eras como la flor,Julio Sosa,TANGO,Roberto Rufino,Mario César Arrieta,ROTUNDO,
1955-05-02,Francisco ROTUNDO,Siempre tu voz,Floreal Ruiz,TANGO,Ernesto Rossi y Francisco Rotundo,Juan Pomati,ROTUNDO,
1955-06-09,Francisco ROTUNDO,Sin barco y sin amor,Floreal Ruiz,TANGO,Erma Suárez,Enrique Lary,ROTUNDO,
1955-06-09,Francisco ROTUNDO,Yo soy aquel muchacho,Julio Sosa,TANGO,Vicente Russo y Joaquín Mora,Máximo Orsi,ROTUNDO,
1955-08-25,Francisco ROTUNDO,Mi rebeldía,Floreal Ruiz,TANGO,Guillermo Vilar y Ángel Vilar,Pedro Blasco,ROTUNDO,
1955-08-25,Francisco ROTUNDO,Un remordimiento,Floreal Ruiz,TANGO,Francisco Rotundo,Reinaldo Yiso,ROTUNDO,
1955-12-06,Francisco ROTUNDO,Poema para mi madre,Jorge Duran,VALS,Francisco Rotundo y Tití Rossi,Juan Pomati,ROTUNDO,
1955-12-06,Francisco ROTUNDO,Sus ojos se cerraron,Jorge Duran,TANGO,Carlos Gardel,Alfredo Le Pera,ROTUNDO,
1956-05-22,Francisco ROTUNDO,Libertad,Enrique Campos,TANGO,Agustín Magaldi,Felipe Mitre Navas,ROTUNDO,
1956-05-22,Francisco ROTUNDO,Mal de amores,,TANGO,Pedro Laurenz,Lito Bayardo,ROTUNDO,
1956-08-01,Francisco ROTUNDO,Ebrio,Enrique Campos,TANGO,Rafael Rossi,José Rial,ROTUNDO,
1956-09-10,Francisco ROTUNDO,Lo que me hablaron de vos,Enrique Campos,TANGO,Leopoldo Federico,Raúl Gramajo,ROTUNDO,
1956-09-10,Francisco ROTUNDO,Qué tarde que has venido,Ricardo Argentino,TANGO,Héctor Varela,Carlos Waiss,ROTUNDO,
1956-12-05,Francisco ROTUNDO,Muriéndome de amor,Enrique Campos,TANGO,Manuel Sucher,Carlos Bahr,ROTUNDO,
1957-01-22,Francisco ROTUNDO,Al fin de cuentas,Enrique Campos,TANGO,Enrique Campos,Juan Fulginiti,ROTUNDO,
1957-01-22,Francisco ROTUNDO,Nunca es tarde (Todavía estás a tiempo),Alfredo Del Rio,TANGO,Eduardo Pereyra,Celedonio Flores,ROTUNDO,
1957-01-22,Francisco ROTUNDO,Para recordarlo,,TANGO,Francisco Rotundo y Luis Stazo,,ROTUNDO,
1957-06-06,Francisco ROTUNDO,Destino de flor,Alfredo Del Rio,TANGO,Roberto Rufino,Alejandro Romay,ROTUNDO,
1957-07-08,Francisco ROTUNDO,Dicha pasada,Alfredo Del Rio,TANGO,Guillermo Barbieri,Guillermo Barbieri,ROTUNDO,
1957-09-19,Francisco ROTUNDO,Tata llevame p'al centro,Maria de la Fuente,TANGO,Félix Scolati Almeyda,Enrique Maroni,ROTUNDO,
1950-12-04,Héctor VARELA,El rápido,,TANGO,Roberto Firpo,,VARELA,
1950-12-04,Héctor VARELA,Un bailongo,Armando Laborde y Rodolfo Lesica,MILONGA,José Ricardo,José Ricardo,VARELA,
1950-12-15,Héctor VARELA,Farolito viejo,Armando Laborde,TANGO,Luis Teisseire,José Eneas Riú,VARELA,
1950-12-15,Héctor VARELA,La trilla,,TANGO,Eduardo Arolas,,VARELA,
1951-05-28,Héctor VARELA,A la gran muñeca,,TANGO,Jesus Ventura,Miguel Osés,VARELA,
1951-05-28,Héctor VARELA,Yuyo brujo,Armando Laborde,TANGO,Héctor Varela y Benjamín García,Carlos Waiss,VARELA,
1951-07-17,Héctor VARELA,El bulin de la calle Ayacucho,Rodolfo Lesica,TANGO,José Servidio y Luis Servidio,Celedonio Flores,VARELA,
1951-07-17,Héctor VARELA,Sábado inglés,,TANGO,Juan Maglio,,VARELA,
1951-09-24,Héctor VARELA,Noches de cabaret,Armando Laborde,TANGO,Alberto San Miguel,Antonio Fiasche,VARELA,
1951-10-26,Héctor VARELA,Criolla linda,,TANGO,Vicente Gorrese y Bernardo Germino,Luis Rubistein,VARELA,
1951-10-26,Héctor VARELA,Paciencia,Rodolfo Lesica,TANGO,Juan D'Arienzo,Francisco Gorrindo,VARELA,
1951-11-15,Héctor VARELA,Anoche a las dos,Armando Laborde,TANGO,Raúl de los Hoyos,Roberto Lino Cayol,VARELA,
1951-11-15,Héctor VARELA,El africano,,TANGO,Eduardo Pereyra,Francisco Lío,VARELA,
1951-11-15,Héctor VARELA,La carreta,Armando Laborde y Rodolfo Lesica,TANGO,José Servidio y Luis Servidio,Francisco García Jiménez,VARELA,
1951-11-15,Héctor VARELA,Suipacha,,TANGO,Eduardo Arolas,,VARELA,
1952-01-03,Héctor VARELA,Patio porteño,Armando Laborde y Rodolfo Lesica,VALS,Julio Nistal y Alfonso Lacueva,Julio Nistal y Alfonso Lacueva,VARELA,
1952-05-07,Héctor VARELA,El as de los ases,Rodolfo Lesica,TANGO,Eduardo Pereyra,Celedonio Flores,VARELA,
1952-05-07,Héctor VARELA,Tierra negra,,TANGO,Juan Noli y Graciano De Leone,Francisco Bastardi,VARELA,
1952-05-23,Héctor VARELA,Noches de cabaret,Rodolfo Lesica,TANGO,Alberto San Miguel,Antonio Fiasche,VARELA,
1952-06-09,Héctor VARELA,Canaro en París,,TANGO,Juan Caldarella y Alejandro Scarpino,José Scarpino,VARELA,
1952-06-09,Héctor VARELA,El flete,,TANGO,Vicente Greco,Pascual Contursi,VARELA,
1952-06-13,Héctor VARELA,Don Orlando,,TANGO,Héctor Varela y Alberto Nery,,VARELA,
1952-06-13,Héctor VARELA,Llanto de amor,,VALS,Francisco Peña,Juan Andrés Caruso,VARELA,
1952-06-13,Héctor VARELA,Tal para cual,Rodolfo Lesica,TANGO,Héctor Varela,Carlos Waiss,VARELA,
1952-08-21,Héctor VARELA,La chacarera,,TANGO,Juan Maglio y José Servidio,Juan Andrés Caruso,VARELA,
1952-08-21,Héctor VARELA,Novia provinciana,Argentino Ledesma,TANGO,Juan Pomati y C. García Dávila,Horacio Sanguinetti,VARELA,
1952-09-19,Héctor VARELA,A tres bandas,,TANGO,?,?,VARELA,
1952-09-19,Héctor VARELA,Champagne tango,,TANGO,Manuel Aróztegui,Pascual Contursi,VARELA,
1952-12-19,Héctor VARELA,Que sigan charlando,Rodolfo Lesica,TANGO,Héctor Varela,Carlos Waiss,VARELA,
1952-12-19,Héctor VARELA,Yo también,Argentino Ledesma,TANGO,Luis Visca,Luis Rubistein,VARELA,
1953-03-06,Héctor VARELA,Aguantalo si podés (De corte antiguo),,TANGO,Anselmo Aieta,,VARELA,
1953-03-06,Héctor VARELA,El fustazo,,TANGO,?,?,VARELA,
1953-03-06,Héctor VARELA,Los diablos rojos,,TANGO,?,?,VARELA,
1953-03-06,Héctor VARELA,Prienda,Argentino Ledesma,TANGO,Erma Suárez,Enrique Lary,VARELA,
1953-06-16,Héctor VARELA,Igual que dos palomas,Rodolfo Lesica y Argentino Ledesma,VALS,Alberto Longo,Alberto Longo,VARELA,
1953-06-16,Héctor VARELA,La taba,,MILONGA,?,?,VARELA,
1953-06-16,Héctor VARELA,Mi dolor,,TANGO,Carlos Marcucci,Manuel Meaños,VARELA,
1953-06-16,Héctor VARELA,Moneda de cobre,Argentino Ledesma,TANGO,Carlos Viván,Horacio Sanguinetti,VARELA,
1953-06-16,Héctor VARELA,Murió el malevo,Rodolfo Lesica,TANGO,Héctor Varela,Carlos Waiss,VARELA,
1953-06-16,Héctor VARELA,Volvé mi negra,Rodolfo Lesica,TANGO,José María Rizzuti,José Diez Gómez,VARELA,
1953-11-19,Héctor VARELA,Y no te voy a llorar,Argentino Ledesma,TANGO,Luciano Leocata,Abel Aznar,VARELA,
1954-04-20,Héctor VARELA,Canzoneta,Rodolfo Lesica,TANGO,Erma Suárez,Enrique Lary,VARELA,
1954-10-26,Héctor VARELA,Didí,,TANGO,Roberto Firpo,,VARELA,
1954-10-26,Héctor VARELA,Eras como la flor,Argentino Ledesma,TANGO,Roberto Rufino,Mario César Arrieta,VARELA,
1954-11-25,Héctor VARELA,Como tu cariño,Rodolfo Lesica y Argentino Ledesma,VALS,?,?,VARELA,
1954-11-25,Héctor VARELA,El espiante,,TANGO,Osvaldo Fresedo,,VARELA,
1954-11-25,Héctor VARELA,La cumparsita,,TANGO,Gerardo Matos Rodriguez,Pascual Contursi y Enrique Maroni,VARELA,
1955-03-17,Héctor VARELA,Un remordimiento,Argentino Ledesma,TANGO,Francisco Rotundo,Reinaldo Yiso,VARELA,
1955-03-29,Héctor VARELA,Trovador mazorquero,Rodolfo Lesica y Argentino Ledesma,VALS,?,?,VARELA,
1955-05-19,Héctor VARELA,A mis manos,Argentino Ledesma,MILONGA,Alfredo Gobbi,Julio Camilloni,VARELA,
1955-06-01,Héctor VARELA,Fumando espero,Argentino Ledesma,TANGO,Juan Viladomat,Félix Garzo,VARELA,
1955-07-15,Héctor VARELA,Sentimiento gaucho,,TANGO,Francisco Canaro y Rafael Canaro,Juan Andrés Caruso,VARELA,
1955-07-22,Héctor VARELA,Risque,Rodolfo Lesica,TANGO,Ary Barroso,Horacio Sanguinetti,VARELA,
1955-10-07,Héctor VARELA,Viejo rincón,Argentino Ledesma,TANGO,Raúl de los Hoyos,Roberto Lino Cayol,VARELA,
1955-10-19,Héctor VARELA,Portero suba y diga,Argentino Ledesma,TANGO,Eduardo de Labar (h),Luis César Amadori,VARELA,
1955-10-21,Héctor VARELA,Royal Pigall (Qué has hecho de mi cariño),,TANGO,Juan Maglio,José González Castillo,VARELA,
1955-11-01,Héctor VARELA,Valsecito criollo,,VALS,Lidio Fasoli,Francisco García Jiménez,VARELA,
1956-03-13,Héctor VARELA,Historia de un amor,Rodolfo Lesica,TANGO,Carlos Almarán,Carlos Almarán,VARELA,
1956-03-13,Héctor VARELA,Mi corazón es un violín,,TANGO,Miarka Lapareerie,Miarka Lapareerie,VARELA,
1956-05-18,Héctor VARELA,Fueron tres años,Argentino Ledesma,TANGO,Juan Pablo Marín,Juan Pablo Marín,VARELA,
1956-05-18,Héctor VARELA,Silueta porteña,Argentino Ledesma,MILONGA,Nicolás Luis Cuccaro y Juan Ventura Cuccaro,Ernesto Nolli y Orlando D'Aniello,VARELA,
1956-07-12,Héctor VARELA,Lonjazos (Rezo gaucho),Rodolfo Lesica y Argentino Ledesma,TANGO,Andrés Domenech,Jesús Fernández Blanco,VARELA,
1956-07-22,Héctor VARELA,Pa' que te oigan bandoneón,,TANGO,Ernesto Rossi,,VARELA,
1956-07-24,Héctor VARELA,Qué tarde que has venido,Argentino Ledesma,TANGO,Héctor Varela,Carlos Waiss,VARELA,
1956-07-24,Héctor VARELA,Y todavía te quiero,Rodolfo Lesica,TANGO,Luciano Leocata,Abel Aznar,VARELA,
1956-08-01,Héctor VARELA,Gota de lluvia,Rodolfo Lesica y Argentino Ledesma,VALS,Félix Lipesker,Homero Manzi,VARELA,
1956-08-01,Héctor VARELA,Guerrera,,MILONGA,?,?,VARELA,
1956-09-26,Héctor VARELA,Muchacha,Argentino Ledesma,TANGO,Jesús Rilo Suárez y Luis Caruso,Jesús Rilo Suárez y Luis Caruso,VARELA,
1956-09-26,Héctor VARELA,Y bésame otra vez,Rodolfo Lesica,TANGO,?,?,VARELA,
1956-11-29,Héctor VARELA,El choclo,,TANGO,Angel Villoldo,Angel Villoldo,VARELA,
1956-11-29,Héctor VARELA,La cumparsita,,TANGO,Gerardo Matos Rodriguez,Pascual Contursi y Enrique Maroni,VARELA,
1956-11-30,Héctor VARELA,Rosa mía,Rodolfo Lesica y Argentino Ledesma,VALS,?,?,VARELA,
1956-11-30,Héctor VARELA,Si supiera que la extraño,Rodolfo Lesica,TANGO,Héctor Varela,Carlos Waiss,VARELA,
1957-01-18,Héctor VARELA,Fosforerita,Argentino Ledesma,TANGO,Bartolomé Chapela,Amaro Giura,VARELA,
1957-01-18,Héctor VARELA,Y te tengo que esperar,Rodolfo Lesica,TANGO,?,?,VARELA,
1957-03-29,Héctor VARELA,El entrerriano,,TANGO,Rosendo Mendizabal,Homero Exposito,VARELA,
1957-03-29,Héctor VARELA,La tablada,,TANGO,Francisco Canaro,,VARELA,
1957-04-08,Héctor VARELA,9 de Julio,,TANGO,José Luis Padula,Lito Bayardo,VARELA,
1957-04-08,Héctor VARELA,Derecho viejo,,TANGO,Eduardo Arolas,Gabriel Clausi,VARELA,
1957-04-08,Héctor VARELA,Fuegos artificiales,,TANGO,Roberto Firpo y Eduardo Arolas,,VARELA,
1957-04-12,Héctor VARELA,La payanca,,TANGO,Augusto Berto,Jesús Fernández Blanco,VARELA,
1957-04-22,Héctor VARELA,Don Esteban,,TANGO,Augusto Berto,,VARELA,
1957-04-22,Héctor VARELA,La catrera,,TANGO,Arturo De Bassi,,VARELA,
1957-04-26,Héctor VARELA,Don Goyo,,TANGO,Luis Bernstein,,VARELA,
1957-04-26,Héctor VARELA,Rodríguez Peña,,TANGO,Vicente Greco,Juan Velich,VARELA,
1957-05-03,Héctor VARELA,El pensamiento,,TANGO,José Martínez,Francisco García Jiménez,VARELA,
1957-07-02,Héctor VARELA,Señora Princesa,Raul Lavié,VALS,Atilio Bruni,Roberto Lambertucci,VARELA,
1957-07-02,Héctor VARELA,Y no me digas no,Raul Lavié,TANGO,?,?,VARELA,
1957-09-12,Héctor VARELA,No me hablen de ella,Rodolfo Lesica,TANGO,Ernesto Rossi,Jorge Moreira,VARELA,
1957-09-12,Héctor VARELA,Te creía como todas,Raul Lavié,TANGO,?,?,VARELA,
1958-01-02,Héctor VARELA,Esta noche de copas,Fontan Reyes,TANGO,?,?,VARELA,
1958-01-02,Héctor VARELA,Volvé mimosa,Ernesto Herrera,TANGO,?,?,VARELA,
1958-03-19,Héctor VARELA,Qué lindo es perdonar,Ernesto Herrera,TANGO,?,?,VARELA,
1958-03-19,Héctor VARELA,Quién te quiere como yo,Ernesto Herrera,MILONGA,?,?,VARELA,
1958-04-10,Héctor VARELA,No no llores más,Ernesto Herrera,TANGO,Ángel Cabral,Reinaldo Yiso,VARELA,
1958-04-23,Héctor VARELA,Es mi tormento,Ernesto Herrera,TANGO,?,?,VARELA,
1958-04-23,Héctor VARELA,Y no me dejes corazón,Ernesto Herrera,TANGO,?,?,VARELA,
1958-06-16,Héctor VARELA,Algo inolvidable,,TANGO,?,?,VARELA,
1958-06-16,Héctor VARELA,La mano de Dios,Ernesto Herrera,TANGO,?,?,VARELA,
1958-06-26,Héctor VARELA,Princesa Margarita,Ernesto Herrera,VALS,?,?,VARELA,
1958-07-17,Héctor VARELA,Cariñito,Ernesto Herrera,TANGO,Guillermo Barbieri,Luis Garros Pe,VARELA,
1958-07-17,Héctor VARELA,El cincuenta y ocho (El 58),,TANGO,?,?,VARELA,
1958-07-30,Héctor VARELA,Que digan lo que quieran,Carlos Yanel,TANGO,?,?,VARELA,
1958-07-30,Héctor VARELA,Yo no quiero que se entere,Carlos Yanel,TANGO,?,?,VARELA,
1958-08-14,Héctor VARELA,Marinera,Ernesto Herrera,TANGO,Pedro Laurenz,Carlos Marín,VARELA,
1958-08-14,Héctor VARELA,Y solamente mía,Carlos Yanel,TANGO,?,?,VARELA,
1959-02-24,Héctor VARELA,Rococó,Ernesto Herrera,TANGO,?,?,VARELA,
1959-02-24,Héctor VARELA,Y te parece todavía,Armando Laborde,TANGO,Juan Carlos Howard,Abel Aznar,VARELA,
1959-04-29,Héctor VARELA,Gaucha,Armando Laborde y Ernesto Herrera,VALS,,,VARELA,
1959-04-29,Héctor VARELA,Y porque te quiero tanto,Armando Laborde,TANGO,?,?,VARELA,
1959-04-29,Héctor VARELA,Yo te canto Buenos Aires,Ernesto Herrera,TANGO,Héctor Varela,Carlos Waiss,VARELA,
1959-05-27,Héctor VARELA,Muñequita de arrabal,Armando Laborde y Ernesto Herrera,MILONGA,?,?,VARELA,
1959-07-30,Héctor VARELA,Por celos nada más,Armando Laborde,TANGO,?,?,VARELA,
1959-08-21,Héctor VARELA,Amor de chiquilina,Ernesto Herrera,TANGO,?,?,VARELA,
1959-08-21,Héctor VARELA,Entre tu amor y mi amor,Armando Laborde,TANGO,Juan Pomati,Leopoldo Díaz Vélez,VARELA,
1959-09-07,Héctor VARELA,Gran muñeca,,TANGO,Alfredo Bevilacqua,,VARELA,
1959-09-16,Héctor VARELA,Argañaraz (Aquellas farras),,TANGO,Roberto Firpo,Enrique Cadícamo,VARELA,
1959-09-16,Héctor VARELA,Quiero papita,,TANGO,Ernesto Ponzio,María Luisa Carnelli,VARELA,
1959-09-30,Héctor VARELA,El pato de la Z,,TANGO,?,?,VARELA,
1959-09-30,Héctor VARELA,Se mira y no se toca,,TANGO,?,?,VARELA,
1959-12-02,Héctor VARELA,El destino la llevó,Rodolfo Lesica,TANGO,?,?,VARELA,
1960-03-18,Héctor VARELA,Con flauta y guitarra,Armando Laborde y Rodolfo Lesica,MILONGA,Erma Suárez y Luis Caruso,Erma Suárez,VARELA,
1960-03-18,Héctor VARELA,Qué poca cosa fue tu amor,Rodolfo Lesica,TANGO,?,?,VARELA,
1960-06-08,Héctor VARELA,El irresistible,,TANGO,Lorenzo Logatti,,VARELA,
1960-08-12,Héctor VARELA,El chupete,,TANGO,Ricardo Gaudenzio,Antonio Polito,VARELA,
1960-09-14,Héctor VARELA,El mayorengo,,TANGO,?,?,VARELA,
1961-05-30,Héctor VARELA,Y es hora de vivir,Ernesto Herrera,TANGO,?,?,VARELA,
1961-06-09,Héctor VARELA,Malambeando,,MALAMBO,?,?,VARELA,
1964-04-02,Héctor VARELA,A Don Antonio,,TANGO,Héctor Varela y Alberto Nery,,VARELA,
1964-04-09,Héctor VARELA,Pa' que se luzca la orquesta,,TANGO,Orlando Tripodi,,VARELA,
1964-05-07,Héctor VARELA,Guapeando,,TANGO,Juan Larenza,,VARELA,
1964-05-21,Héctor VARELA,A la gran muñeca,,TANGO,Jesus Ventura,Miguel Osés,VARELA,
1964-06-19,Héctor VARELA,Canaro en Paris,,TANGO,Juan Caldarella y Alejandro Scarpino,José Scarpino,VARELA,
1966-09-30,Héctor VARELA,Comme il faut,,TANGO,Eduardo Arolas,Gabriel Clausi,VARELA,
1966-09-30,Héctor VARELA,El pollo Ricardo,,TANGO,Luis Alberto Fernandez,,VARELA,
1966-10-17,Héctor VARELA,Buen amigo,,TANGO,Julio De Caro,Juan Carlos Marambio Catan,VARELA,
1966-10-17,Héctor VARELA,Retirao (El retirao),,TANGO,Carlos Posadas,,VARELA,
1966-10-23,Héctor VARELA,Don Orlando,,TANGO,Héctor Varela y Alberto Nery,,VARELA,
1966-10-23,Héctor VARELA,El Caburé,,TANGO,Arturo De Bassi,Roberto Lino Cayol,VARELA,
1967-04-18,Héctor VARELA,De vuelta y media,,MILONGA,Máximo Barbieri,,VARELA,
1967-04-18,Héctor VARELA,La puñalada,,MILONGA,Pintín Castellanos,Celedonio Flores,VARELA,
1967-04-27,Héctor VARELA,Pabellón de las rosas,,VALS,José Felipetti,,VARELA,
1967-04-27,Héctor VARELA,Palomita blanca,,VALS,Anselmo Aieta,Francisco García Jiménez,VARELA,
1967-05-09,Héctor VARELA,El marne,,TANGO,Eduardo Arolas,,VARELA,
1967-05-09,Héctor VARELA,La maleva,,TANGO,Antonio Buglione,Mario Pardo,VARELA,
1967-05-16,Héctor VARELA,La cachila,,TANGO,Eduardo Arolas,Héctor Polito,VARELA,
1967-07-04,Héctor VARELA,El amanecer,,TANGO,Roberto Firpo,,VARELA,
1967-07-04,Héctor VARELA,La viruta,,TANGO,Vicente Greco,,VARELA,
1967-07-14,Héctor VARELA,La morocha,,TANGO,Enrique Saborido,Angel Villoldo,VARELA,
1967-07-14,Héctor VARELA,Ojos negros,,TANGO,Vicente Greco,Pedro Numa Cordoba,VARELA,
1968-05-02,Héctor VARELA,A media luz,,TANGO,Edgardo Donato,Carlos Lenzi,VARELA,
1968-05-02,Héctor VARELA,La cumparsita,,TANGO,Gerardo Matos Rodriguez,Pascual Contursi y Enrique Maroni,VARELA,
1971-04-13,Héctor VARELA,Milongueando en el cuarenta,,TANGO,Armando Pontier,,VARELA,
1973-00-00,Héctor VARELA,Así bailaban mis abuelos,Fernando Soler y Jorge Falcón,VALS,Héctor Varela,Silvio Soldán,VARELA,
1973-00-00,Héctor VARELA,Azucar pimienta y sal,Fernando Soler y Jorge Falcón,MILONGA,Héctor Varela y Tití Rossi,Abel Aznar,VARELA,
1973-00-00,Héctor VARELA,Con flauta y guitarra,Fernando Soler y Jorge Falcón,MILONGA,Erma Suárez y Luis Caruso,Erma Suárez,VARELA,
1973-00-00,Héctor VARELA,Del salón en el ángulo oscuro,Fernando Soler,VALS,?,?,VARELA,
1973-00-00,Héctor VARELA,Fueron tres años,Jorge Falcón,TANGO,Juan Pablo Marín,Juan Pablo Marín,VARELA,
1973-00-00,Héctor VARELA,Guardia vieja,,TANGO,Julio De Caro,José De Grandis,VARELA,
1973-00-00,Héctor VARELA,Haceme cu-cu,Fernando Soler y Jorge Falcón,MILONGA,?,?,VARELA,
