DATE,ARTIST,TITLE,2nd ARTIST,STYLE,COMPOSER,AUTHOR,LAST_NAME_SEARCH,
1937-07-30,Francisco LOMUTO,Muñeca de cristal,Jorge Omar,VALS,Ernesto Lecuona,Ernesto Lecuona,LOMUTO,
1937-09-23,Francisco LOMUTO,Argentina,Jorge Omar y Luis Zinkes,RANCHERA,Héctor Lomuto,Héctor Lomuto,LOMUTO,
1937-09-23,Francisco LOMUTO,Ay mi nena,Jorge Omar,VALS,Francisco Lomuto,Antonio Botta,LOMUTO,
1937-10-26,Francisco LOMUTO,Si yo te contara,Jorge Omar,TANGO,Antonio Rodio,Celedonio Flores,LOMUTO,
1937-10-26,Francisco LOMUTO,Soy un pobre presidiario,Jorge Omar,PASODOBLE,?,?,LOMUTO,
1937-11-23,Francisco LOMUTO,El día que yo pueda,Jorge Omar,TANGO,Francisco Canaro,Celedonio Flores,LOMUTO,
1937-11-23,Francisco LOMUTO,La calesita se destrozó,,FOXTROT,Cliff Friend y Dave Franklin,Antonio Bernárdez,LOMUTO,
1937-11-23,Francisco LOMUTO,Pasa l'amore,Jorge Omar,CANZONETA,?,?,LOMUTO,
1937-12-23,Francisco LOMUTO,Rincón florido,Jorge Omar,TANGO,Zayra Canicoba,Oscar Lomuto,LOMUTO,
1937-12-28,Francisco LOMUTO,Condena (S.O.S.),,TANGO,Enrique Santos Discépolo y Francisco Pracánico,Enrique Santos Discépolo,LOMUTO,
1937-12-28,Francisco LOMUTO,Renuncio,Jorge Omar,TANGO,?,?,LOMUTO,
1938-02-09,Francisco LOMUTO,El trece,,TANGO,Albérico Spátola,Angel Gregorio Villoldo,LOMUTO,
1938-02-09,Francisco LOMUTO,La rezongona,,TANGO,Francisco Lomuto,,LOMUTO,
1938-02-09,Francisco LOMUTO,Vals de la fisarmonica,,VALS,?,?,LOMUTO,
1938-02-09,Francisco LOMUTO,Violín gitano (Violino tzigano),Jorge Omar,TANGO,Cesare Bixio,Cesare Bixio y Bruno Cherubini,LOMUTO,
1938-02-24,Francisco LOMUTO,Callecita de mi novia,Jorge Omar,TANGO,Francisco Lomuto,Antonio Botta,LOMUTO,
1938-02-24,Francisco LOMUTO,Que tiempo aquel,Jorge Omar,MILONGA,Francisco Lomuto,Celedonio Flores,LOMUTO,
1938-05-03,Francisco LOMUTO,La canción del camino,Jorge Omar,CANCION,Francisco Lomuto,Manuel Romero,LOMUTO,
1938-05-03,Francisco LOMUTO,Muchachita del campo,Jorge Omar,TANGO,Francisco Lomuto,Manuel Romero,LOMUTO,
1938-05-09,Francisco LOMUTO,De contramano,Lita Morales,RANCHERA,Francisco Canaro,Luis César Amadori,LOMUTO,
1938-05-09,Francisco LOMUTO,Hay que aclarar,Jorge Omar,TANGO,Francisco Canaro,Ismael Aguilar,LOMUTO,
1938-06-09,Francisco LOMUTO,El cornetin del tranvía,Jorge Omar,TANGO,Oscar Arona,Armando Tagini,LOMUTO,
1938-06-09,Francisco LOMUTO,Otra Vez,Jorge Omar,TANGO,Jorge Argentino Fernández,José María Contursi,LOMUTO,
1938-06-24,Francisco LOMUTO,Hay que aprender solfeo,Jorge Omar,FOXTROT,?,?,LOMUTO,
1938-06-24,Francisco LOMUTO,Yo seré como tu quieras,Jorge Omar,TANGO,Héctor Lomuto,Héctor Lomuto,LOMUTO,
1938-07-22,Francisco LOMUTO,Sangre española,Jorge Omar,PASODOBLE,?,?,LOMUTO,
1938-07-22,Francisco LOMUTO,Ti pi tin (Tipitipitin),Jorge Omar,VALS,María Grever,María Grever,LOMUTO,
1938-08-12,Francisco LOMUTO,Desaliento,Jorge Omar,TANGO,Armando Baliotti,Luis Castiñeira,LOMUTO,
1938-08-12,Francisco LOMUTO,Donde esta lo que quiero,Jorge Omar,FOXTROT,?,?,LOMUTO,
1938-08-24,Francisco LOMUTO,Madreselva,Jorge Omar,TANGO,Francisco Canaro,Luis César Amadori,LOMUTO,
1938-08-24,Francisco LOMUTO,Vendrás alguna vez,Jorge Omar,TANGO,Alfredo Malerba,Luis César Amadori,LOMUTO,
1938-10-14,Francisco LOMUTO,Gólgota,Jorge Omar,TANGO,Rodolfo Biagi,Francisco Gorrindo,LOMUTO,
1938-10-14,Francisco LOMUTO,Si yo fuera capitan,Jorge Omar,PASODOBLE,?,?,LOMUTO,
1938-11-04,Francisco LOMUTO,Dime que si,Jorge Omar,VALS,?,?,LOMUTO,
1938-11-04,Francisco LOMUTO,Mujer hechicera,Jorge Omar,PASODOBLE,?,?,LOMUTO,
1938-11-28,Francisco LOMUTO,Embrujo de tu violin,Jorge Omar,TANGO,?,?,LOMUTO,
1938-11-28,Francisco LOMUTO,Horchateras valencianas,,PASODOBLE,Francisco Alonso López,Emilio González del Castillo López y José Muñoz Román,LOMUTO,
1938-12-12,Francisco LOMUTO,La melodía de nuestro adiós,Jorge Omar,TANGO,Fioravanti Di Cicco,Carmelo Santiago,LOMUTO,
1938-12-12,Francisco LOMUTO,La serenata del burrito,,FOXTROT,?,?,LOMUTO,
1939-01-10,Francisco LOMUTO,Gota de lluvia,Jorge Omar,VALS,Félix Lipesker,Homero Manzi,LOMUTO,
1939-01-10,Francisco LOMUTO,Guitarra romana,,TANGO,?,?,LOMUTO,
1939-02-17,Francisco LOMUTO,Diez chicas bonitas,Jorge Omar,FOXTROT,?,?,LOMUTO,
1939-02-17,Francisco LOMUTO,Mala suerte,Jorge Omar,TANGO,Francisco Lomuto,Francisco Gorrindo,LOMUTO,
1939-02-17,Francisco LOMUTO,Puerta cerrada,Jorge Omar,TANGO,?,?,LOMUTO,
1939-02-17,Francisco LOMUTO,Varón,Jorge Omar,MILONGA,Francisco Lomuto,Celedonio Flores,LOMUTO,
1939-02-28,Francisco LOMUTO,Milongón,Jorge Omar,MILONGA,Francisco Canaro,Homero Manzi,LOMUTO,
1939-02-28,Francisco LOMUTO,Por la vuelta,Jorge Omar,TANGO,José Tinelli,Enrique Cadícamo,LOMUTO,
1939-03-30,Francisco LOMUTO,A-Tisket A-Tasket,,FOXTROT,Ella Fitzgerald y Al Feldman,Ella Fitzgerald y Al Feldman,LOMUTO,
1939-03-30,Francisco LOMUTO,Tormenta,Jorge Omar,TANGO,Enrique Santos Discépolo,Enrique Santos Discépolo,LOMUTO,
1939-04-26,Francisco LOMUTO,Los piconeros,Fernando Díaz,BALADA,Ramón Perelló,Juan Mostazo,LOMUTO,
1939-04-26,Francisco LOMUTO,Mariana,Fernando Díaz,PASODOBLE,Héctor Lomuto,Héctor Lomuto,LOMUTO,
1939-05-09,Francisco LOMUTO,El sol del 25,Fernando Díaz y Jorge Omar,GATO PATRIOTICO,?,?,LOMUTO,
1939-05-09,Francisco LOMUTO,La cancion del estudiante,,MARCHA,?,?,LOMUTO,
1939-07-14,Francisco LOMUTO,La zandunga,Fernando Díaz,CANCION VALS,Guillermo Posadas,Guillermo Posadas,LOMUTO,
1939-07-14,Francisco LOMUTO,Mosterio,Fernando Díaz,TANGO,Alberto Gambino,Fortunato Benzaquen,LOMUTO,
1939-08-20,Francisco LOMUTO,Como las aves,Maria Teresa Greco,TANGO,Francisco Lomuto,Manuel Romero,LOMUTO,
1939-08-29,Francisco LOMUTO,A mi que me importa,Jorge Omar,TANGO,?,?,LOMUTO,
1939-08-29,Francisco LOMUTO,Mas mas y siempre mas,,MARCHA,?,?,LOMUTO,
1939-08-29,Francisco LOMUTO,Tango amigo,Fernando Díaz,TANGO,Francisco Lomuto,Manuel Romero,LOMUTO,
1939-09-08,Francisco LOMUTO,No hay tierra como la mia,Fernando Díaz,MILONGA,Charlo,Enrique Cadícamo,LOMUTO,
1939-09-08,Francisco LOMUTO,Salud dinero y amor,Jorge Omar,VALS,Rodolfo Sciammarella,Rodolfo Sciammarella,LOMUTO,
1939-10-04,Francisco LOMUTO,Los granaderos de San Martin,Fernando Díaz y Jorge Omar,RANCHERA,Héctor Lomuto,Héctor Lomuto,LOMUTO,
1939-10-04,Francisco LOMUTO,Te quiero morena linda,Fernando Díaz,PASODOBLE,?,?,LOMUTO,
1939-10-25,Francisco LOMUTO,Cervezas calientes,,FOXTROT,?,?,LOMUTO,
1939-10-25,Francisco LOMUTO,Se han sentado las carretas,Fernando Díaz y Jorge Omar,TANGO,Agustín Bardi,Enrique Cadícamo,LOMUTO,
1939-12-07,Francisco LOMUTO,A la manera sudamericana,,RANCHERA,?,?,LOMUTO,
1939-12-07,Francisco LOMUTO,Sin dejar rastros,,TANGO,?,?,LOMUTO,
1939-12-19,Francisco LOMUTO,A quién le puede importar,Fernando Díaz,TANGO,Mariano Mores,Enrique Cadícamo,LOMUTO,
1939-12-19,Francisco LOMUTO,Yendo a ver al mago de oz,,FOXTROT,?,?,LOMUTO,
1940-02-08,Francisco LOMUTO,Dejame con mis penas,Jorge Omar,TANGO,Francisco Lomuto,Oscar Lomuto,LOMUTO,
1940-02-08,Francisco LOMUTO,Tengo mil novias,Fernando Díaz,VALS,Enrique Rodríguez,Enrique Cadícamo,LOMUTO,
1940-02-09,Francisco LOMUTO,Puerto Camaronero,Fernando Díaz,BOLERO,?,?,LOMUTO,
1940-02-09,Francisco LOMUTO,Son cosas del bandoneón,Jorge Omar,TANGO,Enrique Rodríguez,Enrique Cadícamo,LOMUTO,
1940-02-23,Francisco LOMUTO,Lomuto,,TANGO,?,?,LOMUTO,
1940-02-23,Francisco LOMUTO,Sha sha,Jorge Omar,FOXTROT,?,?,LOMUTO,
1940-04-04,Francisco LOMUTO,El día que te fuiste,Jorge Omar y Fernando Díaz,VALS,Héctor Lomuto,Héctor Lomuto,LOMUTO,
1940-04-04,Francisco LOMUTO,Se necesita una estrella,Jorge Omar y Fernando Díaz,SUMSUM,?,?,LOMUTO,
1940-04-11,Francisco LOMUTO,Cuando estaba enamorado,Fernando Díaz,VALS,Rodolfo Sciammarella,Rodolfo Sciammarella,LOMUTO,
1940-04-11,Francisco LOMUTO,Yo nací para querer,Jorge Omar,TANGO,Francisco Canaro,Francisco Canaro,LOMUTO,
1940-05-15,Francisco LOMUTO,Llanto,Fernando Díaz,TANGO,Pedro Maffia,Homero Manzi,LOMUTO,
1940-05-15,Francisco LOMUTO,Perfidia,,BOLERO,?,?,LOMUTO,
1940-08-01,Francisco LOMUTO,La princesa esta triste,Jorge Omar,VALS,?,?,LOMUTO,
1940-08-01,Francisco LOMUTO,Oh Johny Oh Johny Oh,Jorge Omar,FOXTROT,?,?,LOMUTO,
1940-08-12,Francisco LOMUTO,Isabelita,Fernando Díaz,VALS,Rodolfo Sciammarella,Manuel Romero,LOMUTO,
1940-08-12,Francisco LOMUTO,Quiero verte una vez mas,Fernando Díaz,TANGO,Mario Canaro,José María Contursi,LOMUTO,
1940-09-18,Francisco LOMUTO,Martirio,Fernando Díaz,TANGO,Enrique Santos Discépolo,Enrique Santos Discépolo,LOMUTO,
1940-09-18,Francisco LOMUTO,Que puntada,Jorge Omar,CORRIDO,Antonio Escobar,Antonio Escobar,LOMUTO,
1940-10-18,Francisco LOMUTO,Negro lindo,Fernando Díaz,TANGO,Francisco Lomuto,Lito Más,LOMUTO,
1940-10-18,Francisco LOMUTO,Yo no se que buscaran,Fernando Díaz,POLCA,?,?,LOMUTO,
1940-11-07,Francisco LOMUTO,Cosas del amor (2),Jorge Omar,POLCA,Alfredo Malerba,Rodolfo Sciammarella,LOMUTO,
1940-11-07,Francisco LOMUTO,Riendo,Fernando Díaz,TANGO,Alfredo Malerba y Mario Maurano,Rodolfo Sciammarella,LOMUTO,
1941-01-03,Francisco LOMUTO,El picaflor (2),Jorge Omar y Fernando Díaz,RANCHERA,Francisco Lomuto,Enrique Cadícamo,LOMUTO,
1941-01-03,Francisco LOMUTO,No me pidas la exclusiva,Jorge Omar,TANGO,Julio De Caro,Enrique Cadícamo,LOMUTO,
1941-02-28,Francisco LOMUTO,Amor en Budapest,Jorge Omar,FOXTROT,Erdelyi Mihaly,Alberto Novarro,LOMUTO,
1941-02-28,Francisco LOMUTO,Uno dos tres,Jorge Omar y Fernando Díaz,CONGA,?,?,LOMUTO,
1941-04-09,Francisco LOMUTO,Bajo un Cielo de Estrellas,Fernando Díaz,VALS,Enrique Francini y Héctor Stamponi,José María Contursi,LOMUTO,
1941-04-09,Francisco LOMUTO,Qué linda es la vida (2),Jorge Omar,TANGO,Lucio Demare,Alfredo Navarrine,LOMUTO,
1941-05-05,Francisco LOMUTO,Banderita,Jorge Omar y Fernando Díaz,RANCHERA,?,?,LOMUTO,
1941-05-05,Francisco LOMUTO,Sin el pan y sin la torta,Fernando Díaz,VALS,?,?,LOMUTO,
1941-05-15,Francisco LOMUTO,Galleguita,Fernando Díaz,TANGO,Horacio Pettorossi,Alfredo Navarrine,LOMUTO,
1941-05-15,Francisco LOMUTO,Yo quiero ser bataclana,La Malagueñita,PASODOBLE,?,?,LOMUTO,
1941-06-23,Francisco LOMUTO,El paso del pollo,Jorge Omar,FOXTROT,?,?,LOMUTO,
1941-06-23,Francisco LOMUTO,La gayola,Fernando Díaz,TANGO,Rafael Tuegols,Armando Tagini,LOMUTO,
1941-06-27,Francisco LOMUTO,Buenos Aires,Jorge Omar,TANGO,Manuel Jovés,Manuel Romero,LOMUTO,
1941-06-27,Francisco LOMUTO,Parque Patricios,Fernando Díaz,MILONGA,Francisco Laino y Antonio Radicci,Francisco Laino y Antonio Radicci,LOMUTO,
1941-07-23,Francisco LOMUTO,Copa de ajenjo,Fernando Díaz,TANGO,Juan Canaro,Carlos Pesce,LOMUTO,
1941-07-23,Francisco LOMUTO,Zorro gris,,TANGO,Rafael Tuegols,Francisco García Jiménez,LOMUTO,
1941-08-08,Francisco LOMUTO,Cuando llora la milonga,,TANGO,Juan de Dios Filiberto,María Luisa Carnelli,LOMUTO,
1941-08-08,Francisco LOMUTO,Recuerdo,,TANGO,Osvaldo Pugliese,Eduardo Moreno,LOMUTO,
1941-08-13,Francisco LOMUTO,Besos de mujer,Jorge Omar,TANGO,?,?,LOMUTO,
1941-08-13,Francisco LOMUTO,Como abrazado a un rencor,Fernando Díaz,TANGO,Rafael Rossi,Antonio Miguel Podestá,LOMUTO,
1941-10-30,Francisco LOMUTO,El anzuelo,Jorge Omar y Fernando Díaz,VALS,?,?,LOMUTO,
1941-10-30,Francisco LOMUTO,No tengo mas que un amor,Fernando Díaz,TANGO,?,?,LOMUTO,
1941-10-30,Francisco LOMUTO,Tus amores,Jorge Omar,PASODOBLE,?,?,LOMUTO,
1941-11-06,Francisco LOMUTO,Loco torbellino,Jorge Omar,TANGO,Emilio Barbato,Homero Expósito,LOMUTO,
1941-11-06,Francisco LOMUTO,Melodias de america,Fernando Díaz,MARCHA,?,?,LOMUTO,
1941-11-06,Francisco LOMUTO,Quimera (2),Jorge Omar,VALS,Rodolfo Pascual Sciammarella,Rodolfo Pascual Sciammarella,LOMUTO,
1942-01-02,Francisco LOMUTO,Chatita,Jorge Omar,RUMBA,?,?,LOMUTO,
1942-01-02,Francisco LOMUTO,Con nostalgias y saudades,Jorge Omar y Fernando Díaz,SAMBA,?,?,LOMUTO,
1942-01-02,Francisco LOMUTO,Criolla linda,,TANGO,Vicente Gorrese y Bernardo Germino,Luis Rubistein,LOMUTO,
1942-01-02,Francisco LOMUTO,Demasiado tarde,Fernando Díaz,TANGO,Francisco Troppoli,Agustín Horacio Delamónica,LOMUTO,
1942-01-09,Francisco LOMUTO,Bajo el cielo azul,Fernando Díaz,VALS,Francisco Canaro,Ivo Pelay,LOMUTO,
1942-01-09,Francisco LOMUTO,Candombe criollo,Jorge Omar y Fernando Díaz,MILONGA,Francisco Lomuto,Francisco Lomuto,LOMUTO,
1942-04-15,Francisco LOMUTO,Rosas negras,Fernando Díaz,VALS,?,?,LOMUTO,
1942-04-15,Francisco LOMUTO,Sentimiento gaucho,,TANGO,Francisco Canaro y Rafael Canaro,Juan Andrés Caruso,LOMUTO,
1942-05-05,Francisco LOMUTO,Adiós muchachos,Jorge Omar,TANGO,Julio César Sanders,César Vedani,LOMUTO,
1942-05-05,Francisco LOMUTO,Ya no cantas chingolo (Chingolito),Jorge Omar y Fernando Díaz,TANGO,Antonio Scatasso,Edmundo Bianchi,LOMUTO,
1942-06-17,Francisco LOMUTO,El Chino Pantaleón,Fernando Díaz,MILONGA,Francisco Canaro,Francisco Canaro,LOMUTO,
1942-06-17,Francisco LOMUTO,Los ojos más lindos,Jorge Omar,TANGO,Francisco Canaro,Francisco Canaro,LOMUTO,
1942-06-25,Francisco LOMUTO,El tilín tilín (el calderero),Jorge Omar y Fernando Díaz,TANGUILLO,Benito Ulecia Collado,Hermenegildo Montes Rayo,LOMUTO,
1942-06-25,Francisco LOMUTO,Paresito faraon,Jorge Omar y Fernando Díaz,GARROTIN,?,?,LOMUTO,
1942-07-24,Francisco LOMUTO,Ahora que estamos solos,Fernando Díaz,VALS,?,?,LOMUTO,
1942-07-24,Francisco LOMUTO,Mi reflexión,Fernando Díaz,TANGO,Francisco Lomuto,Francisco Lomuto,LOMUTO,
1942-07-31,Francisco LOMUTO,Cofre de mis recuerdos,Jorge Omar,VALS,?,?,LOMUTO,
1942-07-31,Francisco LOMUTO,Corazon no llores mas,Jorge Omar,TANGO,?,?,LOMUTO,
1942-07-31,Francisco LOMUTO,Elvira te quiero,Fernando Díaz,VALS,Rodolfo Sciammarella,Manuel Romero,LOMUTO,
1942-08-25,Francisco LOMUTO,Amor que se hace llanto,Fernando Díaz,TANGO,José Tinelli,José María Contursi,LOMUTO,
1942-08-25,Francisco LOMUTO,Dice una canción,Fernando Díaz,TANGO,Francisco Lomuto,Ivo Pelay y Antonio Botta,LOMUTO,
1942-08-25,Francisco LOMUTO,Que te importa que te llore,Fernando Díaz,TANGO,Miguel Caló y Osmar Maderna,Miguel Caló y Osmar Maderna,LOMUTO,
1942-10-20,Francisco LOMUTO,Amigos de ayer,Fernando Díaz,TANGO,?,?,LOMUTO,
1942-10-20,Francisco LOMUTO,Amor y vals,Jorge Omar,VALS,Rodolfo Biagi,Carlos Bahr,LOMUTO,
1942-10-20,Francisco LOMUTO,Azabache,Fernando Díaz y Jorge Omar,MILONGA,Enrique Francini y Héctor Stamponi,Homero Expósito,LOMUTO,
1942-11-20,Francisco LOMUTO,El saleroso,Jorge Omar,PASODOBLE,Héctor Lomuto,Gerardo González,LOMUTO,
1942-11-28,Francisco LOMUTO,El sombrero,Fernando Díaz,PASODOBLE,?,?,LOMUTO,
1942-11-28,Francisco LOMUTO,Embrujo,Jorge Omar,PASODOBLE,?,?,LOMUTO,
1942-12-09,Francisco LOMUTO,Cantando se van las penas,Jorge Omar,TANGO,Juan Canaro,Ricardo Duggan,LOMUTO,
1942-12-09,Francisco LOMUTO,El cantar de un tango,Fernando Díaz,TANGO,?,?,LOMUTO,
1943-01-28,Francisco LOMUTO,Asencia gris,Jorge Omar,TANGO,?,?,LOMUTO,
1943-01-28,Francisco LOMUTO,Catalina (2),Fernando Díaz,VALS,Manuel López Quiroga Miquel,Rafael de León,LOMUTO,
1943-05-11,Francisco LOMUTO,Catamarca,,TANGO,Eduardo Arolas,Jesús Fernández Blanco,LOMUTO,
1943-05-11,Francisco LOMUTO,El niño Jacinto,Alberto Rivera y Carlos Galarce,MILONGA,Atilio Bruni,Juan De La Huerta,LOMUTO,
1943-05-11,Francisco LOMUTO,Lo han visto con otra,Carlos Galarce,TANGO,Horacio Pettorossi,Horacio Pettorossi,LOMUTO,
1943-05-11,Francisco LOMUTO,Petruschka,Alberto Rivera y Carlos Galarce,PASODOBLE,?,?,LOMUTO,
1943-06-08,Francisco LOMUTO,La hija de Don Juan Alba,Alberto Rivera,PASODOBLE,?,?,LOMUTO,
1943-06-08,Francisco LOMUTO,Ya sé que siguen hablando,Alberto Rivera,TANGO,Héctor Palacios,Iván Diez,LOMUTO,
1943-06-21,Francisco LOMUTO,Candombe,Carlos Galarce,MARCHA,Francisco Canaro,Francisco Canaro,LOMUTO,
1943-06-21,Francisco LOMUTO,Corazón que me has herido,Alberto Rivera,TANGO,Enrique Maciel,Carmelo Volpe,LOMUTO,
1943-06-29,Francisco LOMUTO,Ojos verdes,Alberto Rivera,VALS,Manuel López Quiroga Miquel,Salvador Federico Valverde y Rafael de León y Arias de Saavedra,LOMUTO,
1943-06-29,Francisco LOMUTO,Un Silbido en la Noche,Carlos Galarce,TANGO,?,?,LOMUTO,
1943-07-28,Francisco LOMUTO,Montañita,Carlos Galarce,VALS,?,?,LOMUTO,
1943-07-28,Francisco LOMUTO,Muchachita Rosarina,Carlos Galarce,TANGO,?,?,LOMUTO,
1943-07-28,Francisco LOMUTO,Rosario volveré,Alberto Rivera,TANGO,?,?,LOMUTO,
1943-08-11,Francisco LOMUTO,Azul y blaca,Carlos Galarce,RANCHERA,?,?,LOMUTO,
1943-08-11,Francisco LOMUTO,Hay que ver los patitos,Alberto Rivera,RANCHERA,?,?,LOMUTO,
1943-08-11,Francisco LOMUTO,Por el rosedal,Alberto Rivera,VALS,?,?,LOMUTO,
1943-10-29,Francisco LOMUTO,Rosario de Santa Fé,Carlos Galarce,ZUMBA,?,?,LOMUTO,
1943-11-09,Francisco LOMUTO,Romance en la noche,Alberto Rivera,VALS,?,?,LOMUTO,
1943-11-09,Francisco LOMUTO,Sombras nada mas,Alberto Rivera,TANGO,Francisco Lomuto,José María Contursi,LOMUTO,
1943-11-09,Francisco LOMUTO,Viva mi patria,Alberto Rivera y Carlos Galarce,RANCHERA,?,?,LOMUTO,
1943-11-19,Francisco LOMUTO,La cancion del soldado,Alberto Rivera,MARCHA,?,?,LOMUTO,
1943-12-07,Francisco LOMUTO,Celos (Jalousie),,TANGO,Jacob Gade,,LOMUTO,
1943-12-07,Francisco LOMUTO,Llegó el amor,Alberto Rivera,TANGO,Gregorio Pérez Torrado,Oscar Rubens,LOMUTO,
1943-12-07,Francisco LOMUTO,Que siga la fiesta,Carlos Galarce,TARANTELA,?,?,LOMUTO,
1944-05-11,Francisco LOMUTO,El barco María,Carlos Galarce,TANGO,Carlos Viván,Horacio Sanguinetti,LOMUTO,
1944-05-11,Francisco LOMUTO,Un vals (Se fue),Carlos Galarce,VALS,Horacio Salgán,Oscar Rubens,LOMUTO,
1944-05-30,Francisco LOMUTO,Serenata,Carlos Galarce,MILONGA,Juan Polito,Luis Rubistein,LOMUTO,
1944-05-30,Francisco LOMUTO,Y sonó el despertador,Alberto Rivera,TANGO,Marvil,Marvil,LOMUTO,
1944-06-05,Francisco LOMUTO,4 de junio,Alberto Rivera y Carlos Galarce,MARCHA,?,?,LOMUTO,
1944-06-06,Francisco LOMUTO,La canción del deporte,Alberto Rivera,MARCHA,Francisco Lomuto,Antonio Botta,LOMUTO,
1944-06-28,Francisco LOMUTO,Bésame mi amor,Alberto Rivera,TANGO,Enrique Lomuto,Oscar Rubens,LOMUTO,
1944-06-28,Francisco LOMUTO,Dos corazones,Alberto Rivera,VALS,Francisco Canaro,Ivo Pelay,LOMUTO,
1944-08-11,Francisco LOMUTO,Intimas,Carlos Galarce,TANGO,Alfonso Lacueva,Ricardo Brignolo,LOMUTO,
1944-08-11,Francisco LOMUTO,Mano a mano,Alberto Rivera,TANGO,Carlos Gardel y José Razzano,Celedonio Flores,LOMUTO,
1944-09-13,Francisco LOMUTO,Solamente ella,Alberto Rivera,TANGO,Lucio Demare,Homero Manzi,LOMUTO,
1944-09-15,Francisco LOMUTO,Mantelito blanco,Alberto Rivera,VALS,Nicanor Molinare,Nicanor Molinare,LOMUTO,
1944-10-04,Francisco LOMUTO,En el fondo del mar,Alberto Rivera,VALS,Hipólito Basilio,Horacio Sanguinetti,LOMUTO,
1944-10-04,Francisco LOMUTO,Lisón,Alberto Rivera,TANGO,José Ranieri,Julián Centeya,LOMUTO,
1944-11-15,Francisco LOMUTO,Copas amigas y besos,Alberto Rivera,TANGO,Mariano Mores,Enrique Cadícamo,LOMUTO,
1944-11-15,Francisco LOMUTO,Soy Feliz,Alberto Rivera,MILONGA,?,?,LOMUTO,
1944-12-13,Francisco LOMUTO,Desagravio,Alberto Rivera,TANGO,Francisco Lomuto,Homero Manzi y José María Contursi,LOMUTO,
1944-12-13,Francisco LOMUTO,Jugando jugando,Carlos Galarce,VALS,Miguel Caló,Oscar Rubens,LOMUTO,
1944-12-19,Francisco LOMUTO,Paloma,Alberto Rivera,VALS,Juan José Guichandut,Horacio Sanguinetti,LOMUTO,
1944-12-19,Francisco LOMUTO,Si dejaras de quererme,Alberto Rivera y Carlos Galarce,TANGO,Francisco Lomuto,Francisco Lomuto,LOMUTO,
1945-04-30,Francisco LOMUTO,De igual a igual,Carlos Galarce,TANGO,Rodolfo Sciammarella,Rodolfo Sciammarella,LOMUTO,
1945-04-30,Francisco LOMUTO,Nos encontramos al pasar,Alberto Rivera,TANGO,Raúl Kaplún,José María Suñé,LOMUTO,
1945-05-28,Francisco LOMUTO,Dímelo al oído,Alberto Rivera,TANGO,Francisco Lomuto,Francisco Lomuto,LOMUTO,
1945-05-28,Francisco LOMUTO,Llorarás llorarás,Alberto Rivera,VALS,Hugo Gutiérrez,Homero Manzi,LOMUTO,
1945-06-26,Francisco LOMUTO,Diez años pasan,Carlos Galarce,TANGO,José Razzano y Cátulo Castillo,José Razzano y Cátulo Castillo,LOMUTO,
1945-06-26,Francisco LOMUTO,La revoltosa,,TANGO,?,?,LOMUTO,
1945-06-26,Francisco LOMUTO,Rendido,Carlos Galarce,TANGO,Alfredo Cordisco,Alberto Leiva,LOMUTO,
1945-08-08,Francisco LOMUTO,Aquí me pongo a cantar,Alberto Rivera,MILONGA,Carlos Marcucci,Enrique Cadícamo,LOMUTO,
1945-08-08,Francisco LOMUTO,Mi corazon te llama,Carlos Galarce,TANGO,?,?,LOMUTO,
1945-10-24,Francisco LOMUTO,Adiós pampa mía,Alberto Rivera,TANGO,Francisco Canaro y Mariano Mores,Ivo Pelay,LOMUTO,
1945-10-24,Francisco LOMUTO,Viborita,,TANGO,Eduardo Arolas,Gabriel Clausi,LOMUTO,
1945-10-24,Francisco LOMUTO,Viernes de pasión,Alberto Rivera,TANGO,José Vázquez Vigo,Francisco García Jiménez,LOMUTO,
1945-11-21,Francisco LOMUTO,Mis amigos de ayer,Carlos Galarce,TANGO,Francisco Lomuto,José María Contursi,LOMUTO,
1945-11-21,Francisco LOMUTO,Niebla,Alberto Rivera,TANGO,Francisco Canaro y Mariano Mores,Ivo Pelay,LOMUTO,
1945-12-17,Francisco LOMUTO,Me llaman el solitario,Alberto Rivera,TANGO,Francisco Lomuto,Enrique Cadícamo,LOMUTO,
1945-12-17,Francisco LOMUTO,Tres seis diez,Carlos Galarce,TANGO,?,?,LOMUTO,
1946-08-22,Francisco LOMUTO,Con mi perro,Alberto Rivera,MILONGA,Aníbal Troilo,José María Contursi,LOMUTO,
1946-08-22,Francisco LOMUTO,Mi moro,Eduardo Inda y Alberto Rivera,TANGO,Carlos Gardel y José Razzano,Cátulo Castillo,LOMUTO,
1946-08-22,Francisco LOMUTO,Para que lo oigan,Alberto Rivera,MILONGA,Miguel Bucino,Miguel Bucino,LOMUTO,
1946-08-22,Francisco LOMUTO,Pialando leguas,Eduardo Inda,TANGO,?,?,LOMUTO,
1949-10-06,Francisco LOMUTO,Mi mejor cancion,Alberto Rivera,TANGO,?,?,LOMUTO,
1949-10-06,Francisco LOMUTO,Muñequita,Miguel Montero,TANGO,Francisco Lomuto,Adolfo Herschel,LOMUTO,
1949-11-02,Francisco LOMUTO,Seleccion de tangos,Alberto Rivera y Miguel Montero,TANGO,varios,varios,LOMUTO,
1949-11-02,Francisco LOMUTO,Una pena,Miguel Montero,TANGO,Adolfo Rosquellas,Arturo Albert,LOMUTO,
1950-04-25,Francisco LOMUTO,La calle maldita,Alberto Rivera,TANGO,Martín Darré,Roberto Lambertucci,LOMUTO,
