DATE,ARTIST,TITLE,2nd ARTIST,STYLE,COMPOSER,AUTHOR,LAST_NAME_SEARCH,,,,
1963-00-00,Rodolfo BIAGI,Con un silbido en los labios,Carlos Almagro,TANGO,Víctor Braña y Tito Ribero,Enrique Gaudino,BIAGI,,,,
1963-00-00,Rodolfo BIAGI,Duerme mi niña,Carlos Almagro,TANGO,Mario Canaro,Víctor Prestipino,BIAGI,,,,
1964-00-00,Rodolfo BIAGI,La tablada,,TANGO,Francisco Canaro,,BIAGI,,,,
1964-00-00,Rodolfo BIAGI,Y a mi qué,Carlos Almagro,TANGO,Aníbal Troilo,Cátulo Castillo,BIAGI,,,,
1965-00-00,Rodolfo BIAGI,Canaro,,TANGO,José Martínez,,BIAGI,,,,
1965-00-00,Rodolfo BIAGI,Mariposita,Hugo Duval,TANGO,Anselmo Aieta,Francisco García Jiménez,BIAGI,,,,
1965-00-00,Rodolfo BIAGI,Milonga con variación (Milonga con variaciones),,TANGO,Francisco Canaro,,BIAGI,,,,
1965-00-00,Rodolfo BIAGI,Si no estuvieras tu,Carlos Almagro,TANGO,Leo Lipesker,Víctor Braña,BIAGI,,,,
1966-00-00,Rodolfo BIAGI,Amor de verano,Hugo Duval,TANGO,Luis Stazo,Federico Silva,BIAGI,,,,
1966-00-00,Rodolfo BIAGI,Arriba jara,Hugo Duval,TANGO,Héctor Marcó,Héctor Marcó,BIAGI,,,,
1966-00-00,Rodolfo BIAGI,Estrella,Hugo Duval,TANGO,Marcelino Hernández y Roberto Cassinelli,Roberto Cassinelli y Marcelino Hernández,BIAGI,,,,
1966-00-00,Rodolfo BIAGI,Palermo,Carlos Almagro,TANGO,Enrique Delfino,Juan Villalba y Hermido Braga,BIAGI,,,,
11/9/25,Típica VICTOR,Olvido (2),,TANGO,Angel D'Agostino,,VICTOR,,,,
11/9/25,Típica VICTOR,Sarandi,,TANGO,?,?,VICTOR,,,,
11/16/25,Típica VICTOR,La monjita (2),,TANGO,?,?,VICTOR,,,,
11/16/25,Típica VICTOR,Mimosa (2),,TANGO,Anselmo Aieta,,VICTOR,,,,
11/30/25,Típica VICTOR,La pueblera,,TANGO,?,?,VICTOR,,,,
11/30/25,Típica VICTOR,Tesorito (2),,TANGO,?,?,VICTOR,,,,
12/15/25,Típica VICTOR,Flor de Amambay,,ZAMBA,?,?,VICTOR,,,,
12/15/25,Típica VICTOR,Y te dejé llorando,,TANGO,?,?,VICTOR,,,,
1926-00-00,Típica VICTOR,La payanca,,TANGO,Augusto Berto,Jesús Fernández Blanco,VICTOR,,,,
1/5/26,Típica VICTOR,Alma (2),,TANGO,?,?,VICTOR,,,,
1/5/26,Típica VICTOR,Beso divino,,TANGO,?,?,VICTOR,,,,
1/19/26,Típica VICTOR,Charlatanes,,TANGO,?,?,VICTOR,,,,
1/19/26,Típica VICTOR,Cholita,,TANGO,?,?,VICTOR,,,,
5/12/26,Típica VICTOR,La cumparsita,,TANGO,Gerardo Matos Rodriguez,Pascual Contursi y Enrique Maroni,VICTOR,,,,
5/26/26,Típica VICTOR,Palomita,,TANGO,?,?,VICTOR,,,,
5/26/26,Típica VICTOR,Rencorosa,,TANGO,?,?,VICTOR,,,,
6/7/26,Típica VICTOR,Negro,,TANGO,Adolfo Mondino,Víctor Soliño,VICTOR,,,,
6/7/26,Típica VICTOR,Retintín,,TANGO,Eduardo Arolas,Gabriel Clausi,VICTOR,,,,
6/17/26,Típica VICTOR,Ojos que brillan,,TANGO,?,?,VICTOR,,,,
6/17/26,Típica VICTOR,Pebeta linda,,TANGO,?,?,VICTOR,,,,
6/24/26,Típica VICTOR,Confesion (3),,TANGO,?,?,VICTOR,,,,
6/24/26,Típica VICTOR,De mi sentir,,TANGO,?,?,VICTOR,,,,
7/1/26,Típica VICTOR,Viejo rincón,,TANGO,Raúl de los Hoyos,Roberto Lino Cayol,VICTOR,,,,
7/5/26,Típica VICTOR,Acordate,,TANGO,Raúl Ruiz Moreno,,VICTOR,,,,
7/5/26,Típica VICTOR,Mocosita,,TANGO,Gerardo Matos Rodríguez,Víctor Soliño,VICTOR,,,,
7/20/26,Típica VICTOR,Pato,,TANGO,Ramón Collazo,Ramón Collazo,VICTOR,,,,
7/20/26,Típica VICTOR,Solterona,,TANGO,Ángel D'Agostino y Julio Pollero,Leopoldo Torre Ríos,VICTOR,,,,
8/3/26,Típica VICTOR,Las chirlas,,TANGO,?,?,VICTOR,,,,
8/3/26,Típica VICTOR,Te armaras,,TANGO,?,?,VICTOR,,,,
8/25/26,Típica VICTOR,Abuelito,,TANGO,Alberto Laporte y Carlos Cabral,Eduardo Trongé,VICTOR,,,,
8/25/26,Típica VICTOR,Rayito,,TANGO,Alfonso Lacueva,,VICTOR,,,,
9/14/26,Típica VICTOR,Cuando tú me quieras,,TANGO,Julio Pollero y Agesilao Ferrazzano,Francisco Bohigas,VICTOR,,,,
9/14/26,Típica VICTOR,Musiquita,,TANGO,?,?,VICTOR,,,,
9/14/26,Típica VICTOR,Orgullosa,,TANGO,?,?,VICTOR,,,,
9/14/26,Típica VICTOR,Te acompaño el sentimiento,,TANGO,?,?,VICTOR,,,,
9/27/26,Típica VICTOR,Hilos de plata,,TANGO,?,?,VICTOR,,,,
9/27/26,Típica VICTOR,Te fuiste,,TANGO,?,?,VICTOR,,,,
10/25/26,Típica VICTOR,Falucho,,TANGO,?,?,VICTOR,,,,
10/25/26,Típica VICTOR,Flor de fango,,TANGO,Augusto Gentile,Pascual Contursi,VICTOR,,,,
11/10/26,Típica VICTOR,Trapo Viejo,,TANGO,Agustín Magaldi y Pedro Noda,Benjamín Tagle Lara,VICTOR,,,,
11/18/26,Típica VICTOR,Horas fugaces,,TANGO,?,?,VICTOR,,,,
12/1/26,Típica VICTOR,Coralito,,TANGO,?,?,VICTOR,,,,
12/1/26,Típica VICTOR,Linda,,TANGO,Lorenzo F. Olivari,,VICTOR,,,,
12/6/26,Típica VICTOR,Maria Cristina,,TANGO,?,?,VICTOR,,,,
12/6/26,Típica VICTOR,Por mi madre,,TANGO,José Di Clemente,,VICTOR,,,,
12/6/26,Típica VICTOR,Tigre viejo (2),,TANGO,?,?,VICTOR,,,,
12/6/26,Típica VICTOR,Triste payaso,,TANGO,Pedro Vergez,,VICTOR,,,,
12/13/26,Típica VICTOR,Gigolo de lujo,,TANGO,?,?,VICTOR,,,,
12/13/26,Típica VICTOR,Hagan juego,,TANGO,?,?,VICTOR,,,,
12/13/26,Típica VICTOR,Lazos de seda,,TANGO,?,?,VICTOR,,,,
12/13/26,Típica VICTOR,Rezongona,,TANGO,José de Grandis y Alcides Palavecino,,VICTOR,,,,
12/13/26,Típica VICTOR,Te acordas de aquella noche,,TANGO,?,?,VICTOR,,,,
1927-00-00,Típica VICTOR,Amor ciego,,TANGO,Juan Baüer,,VICTOR,,,,
1927-00-00,Típica VICTOR,Carta brava,,TANGO,Rosita Quiroga,Celedonio Flores,VICTOR,,,,
2/17/27,Típica VICTOR,Ausencia (4),,TANGO,?,?,VICTOR,,,,
2/17/27,Típica VICTOR,Trago amargo,,TANGO,Rafael Iriarte,Julio Navarrine,VICTOR,,,,
2/17/27,Típica VICTOR,Tus besos fueron mios,,TANGO,Anselmo Aieta,Francisco García Jiménez,VICTOR,,,,
4/27/27,Típica VICTOR,Mabel,,TANGO,?,?,VICTOR,,,,
4/27/27,Típica VICTOR,Puente Alsina,,TANGO,Benjamín Tagle Lara,Benjamín Tagle Lara,VICTOR,,,,
5/2/27,Típica VICTOR,Chuzazos,,TANGO,?,?,VICTOR,,,,
5/2/27,Típica VICTOR,Viejo taura,,TANGO,?,?,VICTOR,,,,
5/10/27,Típica VICTOR,Botija linda,,TANGO,?,?,VICTOR,,,,
5/10/27,Típica VICTOR,Gloria (2),,TANGO,Eduardo Pereyra,Celedonio Flores,VICTOR,,,,
6/4/27,Típica VICTOR,La serenata,,TANGO,?,?,VICTOR,,,,
6/4/27,Típica VICTOR,Rodriguez Peña,,TANGO,Vicente Greco,Juan Velich,VICTOR,,,,
6/15/27,Típica VICTOR,Re fa si,,TANGO,Enrique Delfino,,VICTOR,,,,
6/15/27,Típica VICTOR,Tanita de la proa,,TANGO,Salvador Merico,Vicente Martínez Cuitiño,VICTOR,,,,
7/6/27,Típica VICTOR,De mi barrio,,TANGO,Roberto Goyheneche,Roberto Goyheneche,VICTOR,,,,
7/6/27,Típica VICTOR,Julián,,TANGO,Edgardo Donato,José Panizza,VICTOR,,,,
7/6/27,Típica VICTOR,Pura pierna,,TANGO,?,?,VICTOR,,,,
7/6/27,Típica VICTOR,Sonsa,,TANGO,Raúl de los Hoyos,Emilio Fresedo,VICTOR,,,,
7/11/27,Típica VICTOR,Barrilito,,TANGO,Emilio Sassenus,,VICTOR,,,,
7/11/27,Típica VICTOR,El entrerriano,,TANGO,Rosendo Mendizabal,Homero Exposito,VICTOR,,,,
7/21/27,Típica VICTOR,Fumando espero,,TANGO,Juan Viladomat,Félix Garzo,VICTOR,,,,
7/21/27,Típica VICTOR,Por última vez,,TANGO,Arturo Sica,,VICTOR,,,,
7/25/27,Típica VICTOR,Horas felices,,TANGO,O. Pérez Freire,,VICTOR,,,,
7/28/27,Típica VICTOR,Pa que llorar,,TANGO,?,?,VICTOR,,,,
8/1/27,Típica VICTOR,Cancionero,,TANGO,?,?,VICTOR,,,,
8/1/27,Típica VICTOR,Gitanita,,TANGO,?,?,VICTOR,,,,
8/1/27,Típica VICTOR,Julienne,,TANGO,Nicolás O. Primani,,VICTOR,,,,
8/1/27,Típica VICTOR,Llorando mis penas (2),,TANGO,?,?,VICTOR,,,,
8/8/27,Típica VICTOR,Mala (2),,TANGO,?,?,VICTOR,,,,
8/8/27,Típica VICTOR,Vieja loca,,TANGO,?,?,VICTOR,,,,
8/25/27,Típica VICTOR,El matrero,,TANGO,?,?,VICTOR,,,,
8/25/27,Típica VICTOR,Maldito tango,,TANGO,Osmán Pérez Freire,Luis Roldán,VICTOR,,,,
10/14/27,Típica VICTOR,Adiós muchachos,,TANGO,Julio César Sanders,César Vedani,VICTOR,,,,
10/25/27,Típica VICTOR,Che papusa oí,,TANGO,Gerardo Matos Rodríguez,Enrique Cadícamo,VICTOR,,,,
10/25/27,Típica VICTOR,Tradición,,TANGO,Fausto Frontera,Enrique Cadícamo,VICTOR,,,,
10/26/27,Típica VICTOR,Barra universitaria,,TANGO,?,?,VICTOR,,,,
10/26/27,Típica VICTOR,La sonámbula,,TANGO,Pascual Cardaropoli,,VICTOR,,,,
10/26/27,Típica VICTOR,Malquerida,,TANGO,?,?,VICTOR,,,,
10/26/27,Típica VICTOR,Puesta de sol,,TANGO,?,?,VICTOR,,,,
11/25/27,Típica VICTOR,El alma del tango,,TANGO,?,?,VICTOR,,,,
11/25/27,Típica VICTOR,En la carcel,,TANGO,?,?,VICTOR,,,,
11/25/27,Típica VICTOR,Patoteros,,TANGO,Adolfo Mondino,Víctor Soliño,VICTOR,,,,
11/25/27,Típica VICTOR,Pobre zonzo,,TANGO,?,?,VICTOR,,,,
11/30/27,Típica VICTOR,Alla en el nido,,TANGO,?,?,VICTOR,,,,
11/30/27,Típica VICTOR,El 999,,TANGO,?,?,VICTOR,,,,
11/30/27,Típica VICTOR,En un rincón de Floresta,,TANGO,?,?,VICTOR,,,,
11/30/27,Típica VICTOR,Pobre hombre,,TANGO,?,?,VICTOR,,,,
12/6/27,Típica VICTOR,Ensueño,,VALS,?,?,VICTOR,,,,
12/6/27,Típica VICTOR,Mala yerba (2),,TANGO,?,?,VICTOR,,,,
12/6/27,Típica VICTOR,Pancho talero,,TANGO,?,?,VICTOR,,,,
12/6/27,Típica VICTOR,Soy de Sevilla,,PASODOBLE,?,?,VICTOR,,,,
12/12/27,Típica VICTOR,Historia maleva,,TANGO,?,?,VICTOR,,,,
12/19/27,Típica VICTOR,Estampa rea,,TANGO,Eduardo de Labar (h),Alfredo Navarrine,VICTOR,,,,
12/19/27,Típica VICTOR,Rosa marchita,,TANGO,?,?,VICTOR,,,,
4/9/28,Típica VICTOR,Esta noche me emborracho,,TANGO,Enrique Santos Discepolo,Enrique Santos Discepolo,VICTOR,,,,
4/9/28,Típica VICTOR,Garabato,,TANGO,?,?,VICTOR,,,,
4/9/28,Típica VICTOR,Haceme caso a mi,,TANGO,?,?,VICTOR,,,,
4/9/28,Típica VICTOR,Niño bien,,TANGO,Juan Antonio Collazo,Víctor Soliño y Roberto Fontaina,VICTOR,,,,
4/9/28,Típica VICTOR,Olvidaste,,TANGO,?,?,VICTOR,,,,
4/9/28,Típica VICTOR,Te felicito,,TANGO,?,?,VICTOR,,,,
5/4/28,Típica VICTOR,Don Tancredo,,TANGO,?,?,VICTOR,,,,
5/4/28,Típica VICTOR,La muchacha del circo,,TANGO,Gerardo Matos Rodríguez,Manuel Romero,VICTOR,,,,
6/12/28,Típica VICTOR,Olvidame (2),,TANGO,?,?,VICTOR,,,,
6/12/28,Típica VICTOR,Te vas te vas de mi lado,,TANGO,?,?,VICTOR,,,,
6/15/28,Típica VICTOR,Chorra,,TANGO,Enrique Santos Discepolo,Enrique Santos Discepolo,VICTOR,,,,
6/15/28,Típica VICTOR,Mi papito,,TANGO,?,?,VICTOR,,,,
6/20/28,Típica VICTOR,Alas caidas,,TANGO,?,?,VICTOR,,,,
6/20/28,Típica VICTOR,Una tirada,,TANGO,?,?,VICTOR,,,,
6/28/28,Típica VICTOR,Por una carta,,TANGO,?,?,VICTOR,,,,
6/28/28,Típica VICTOR,Soy de linea,,TANGO,?,?,VICTOR,,,,
7/28/28,Típica VICTOR,Engominado,,TANGO,Fernando Montoni,Máximo Orsi,VICTOR,,,,
7/28/28,Típica VICTOR,Portero suba y diga,,TANGO,Eduardo de Labar (h),Luis César Amadori,VICTOR,,,,
8/8/28,Típica VICTOR,De punta y hacha,,TANGO,?,?,VICTOR,,,,
8/8/28,Típica VICTOR,Roñita,,TANGO,?,?,VICTOR,,,,
9/13/28,Típica VICTOR,Canas de plata,,TANGO,?,?,VICTOR,,,,
9/13/28,Típica VICTOR,Fanfarrón,,TANGO,?,?,VICTOR,,,,
9/20/28,Típica VICTOR,Muñeca de percal,,TANGO,?,?,VICTOR,,,,
9/20/28,Típica VICTOR,No me dejes,,TANGO,?,?,VICTOR,,,,
9/26/28,Típica VICTOR,El porteñito,,TANGO,Ángel Villoldo,Ángel Villoldo,VICTOR,,,,
9/26/28,Típica VICTOR,Pancho's bar,,TANGO,?,?,VICTOR,,,,
10/8/28,Típica VICTOR,Piba,Antonio Buglione,TANGO,?,?,VICTOR,,,,
10/8/28,Típica VICTOR,Rubiecita,,TANGO,H. Priay Angalda,,VICTOR,,,,
10/24/28,Típica VICTOR,Por qué me dejaste,Antonio Buglione,TANGO,Armando La Valle,Armando La Valle,VICTOR,,,,
10/24/28,Típica VICTOR,Que ranada,,TANGO,?,?,VICTOR,,,,
11/12/28,Típica VICTOR,Chlo-e (Canción del pantano),,TANGO BLUES,Gus Kahn y Neil Moret,,VICTOR,,,,
11/12/28,Típica VICTOR,Hembra,Antonio Buglione,TANGO,?,?,VICTOR,,,,
11/21/28,Típica VICTOR,No miento,,TANGO,?,?,VICTOR,,,,
11/21/28,Típica VICTOR,Vecinita gentil,Antonio Buglione,VALS,?,?,VICTOR,,,,
12/17/28,Típica VICTOR,Dominio,,TANGO,?,?,VICTOR,,,,
12/17/28,Típica VICTOR,Mama yo quiero un novio,Roberto Diaz,TANGO,Ramón Collazo,Roberto Fontaina,VICTOR,,,,
3/7/29,Típica VICTOR,Juanita (Jeannine),,VALS,Nathaniel Shilkret,Enrique Cadícamo,VICTOR,,,,
3/7/29,Típica VICTOR,Te fuiste ja ja,Roberto Diaz,TANGO,Gerardo Matos Rodríguez,Juan Bautista Abad Reyes,VICTOR,,,,
3/21/29,Típica VICTOR,Cuento criollo,,TANGO,Salvador Granata,Orlando Romanelli,VICTOR,,,,
3/21/29,Típica VICTOR,Debes reir,,VALS,?,?,VICTOR,,,,
4/15/29,Típica VICTOR,Despojos,,TANGO,?,?,VICTOR,,,,
4/15/29,Típica VICTOR,Missouri,,VALS,?,?,VICTOR,,,,
5/18/29,Típica VICTOR,Alma de bohemio,,TANGO,Roberto Firpo,Juan Andrés Caruso,VICTOR,,,,
5/18/29,Típica VICTOR,Dios momo,,TANGO,Alfonso Lacueva,Enrique Carrera Sotelo,VICTOR,,,,
5/18/29,Típica VICTOR,Sacate el berretin,Luis Díaz,TANGO,?,?,VICTOR,,,,
5/18/29,Típica VICTOR,Sueño,,TANGO,Jorge Laupie,,VICTOR,,,,
6/17/29,Típica VICTOR,Ingrata,Roberto Diaz,TANGO,?,?,VICTOR,,,,
6/17/29,Típica VICTOR,Mi Angelina,,VALS,Mabel Wayne,Francisco Bohigas,VICTOR,,,,
6/19/29,Típica VICTOR,Coqueta (2),,TANGO,Osmán Pérez Freire,,VICTOR,,,,
6/19/29,Típica VICTOR,Donde vas,,TANGO,?,?,VICTOR,,,,
7/11/29,Típica VICTOR,Huella buey,Roberto Diaz y Juán Carlos Delson,TANGO,Alberto Laporte,Mario Trongé y Alfredo Lagazio,VICTOR,,,,
7/11/29,Típica VICTOR,La tapera (2),,RANCHERA,Manuel Pereira,,VICTOR,,,,
8/27/29,Típica VICTOR,Bronca rea,Roberto Diaz,TANGO,?,?,VICTOR,,,,
8/27/29,Típica VICTOR,El choclo,,TANGO,Angel Villoldo,Angel Villoldo,VICTOR,,,,
9/8/29,Típica VICTOR,Paja brava (2),,TANGO,Pascual Clausi,,VICTOR,,,,
9/8/29,Típica VICTOR,Por tus ojos,Juán Carlos Delson,TANGO,?,?,VICTOR,,,,
9/10/29,Típica VICTOR,Cancion mistonga,Juán Carlos Delson,TANGO,?,?,VICTOR,,,,
9/10/29,Típica VICTOR,Rezongame en las orejas,Juán Carlos Delson,TANGO,?,?,VICTOR,,,,
9/19/29,Típica VICTOR,Atenti pebeta,Roberto Diaz,TANGO,Ciriaco Ortiz,Celedonio Flores,VICTOR,,,,
9/19/29,Típica VICTOR,Esa que paso,Roberto Diaz,TANGO,?,?,VICTOR,,,,
10/2/29,Típica VICTOR,Don Segundo Sombra,Roberto Diaz y Juán Carlos Delson,TANGO,Enrique Delfino,Manuel Romero,VICTOR,,,,
10/2/29,Típica VICTOR,Vieja calesita,Roberto Diaz,TANGO,?,?,VICTOR,,,,
10/10/29,Típica VICTOR,Almas gemelas,Ernesto Famá,TANGO,?,?,VICTOR,,,,
10/10/29,Típica VICTOR,No es por hablar mal (2),Ernesto Famá,TANGO,Enrique Delfino,Manuel Romero,VICTOR,,,,
10/18/29,Típica VICTOR,Flor y truco,,RANCHERA,?,?,VICTOR,,,,
10/18/29,Típica VICTOR,Hombrecito,Roberto Diaz,TANGO,Ramón Collazo,Luis Alberto Zeballos,VICTOR,,,,
10/29/29,Típica VICTOR,Hermosa mujercita,Roberto Diaz,TANGO,?,?,VICTOR,,,,
10/29/29,Típica VICTOR,Pavote,Ernesto Famá,TANGO,?,?,VICTOR,,,,
10/30/29,Típica VICTOR,Mate amargo,Roberto Diaz y coro,RANCHERA,Carlos Bravo,Francisco Brancatti,VICTOR,,,,
10/30/29,Típica VICTOR,Pollerita de percal,,POLCA,?,?,VICTOR,,,,
11/6/29,Típica VICTOR,Fulerias,Roberto Diaz,TANGO,?,?,VICTOR,,,,
11/6/29,Típica VICTOR,Viento norte,,TANGO,?,?,VICTOR,,,,
11/20/29,Típica VICTOR,Bruja,Roberto Diaz,TANGO,?,?,VICTOR,,,,
11/20/29,Típica VICTOR,La rosarina,,TANGO,Ricardo González,,VICTOR,,,,
11/26/29,Típica VICTOR,Flor de placer,Roberto Diaz,TANGO,?,?,VICTOR,,,,
11/26/29,Típica VICTOR,Minusa,Juán Carlos Delson,TANGO,?,?,VICTOR,,,,
11/26/29,Típica VICTOR,Mocito guapo,Roberto Diaz,TANGO,Saverio De Rosas,Juan Feliú,VICTOR,,,,
11/26/29,Típica VICTOR,Noche de luna (2),,TANGO,?,?,VICTOR,,,,
11/26/29,Típica VICTOR,Una noche en la calle,Roberto Diaz,TANGO,?,?,VICTOR,,,,
12/6/29,Típica VICTOR,Armonía,Juán Carlos Delson,TANGO,Virgilio Candeloro,Celedonio Flores,VICTOR,,,,
12/6/29,Típica VICTOR,Che maton,Juán Carlos Delson,TANGO,?,?,VICTOR,,,,
12/11/29,Típica VICTOR,Payuca,Ernesto Famá,TANGO,?,?,VICTOR,,,,
12/11/29,Típica VICTOR,Sobre las olas,,VALS,?,?,VICTOR,,,,
1/15/30,Típica VICTOR,Embretado,,TANGO,?,?,VICTOR,,,,
1/15/30,Típica VICTOR,La pena de un metejon,Ernesto Famá,TANGO,?,?,VICTOR,,,,
2/5/30,Típica VICTOR,Mina otaria,Roberto Diaz,TANGO,?,?,VICTOR,,,,
2/11/30,Típica VICTOR,Criollita,Jaime Moreno,TANGO,?,?,VICTOR,,,,
2/11/30,Típica VICTOR,Cristalina,,TANGO,?,?,VICTOR,,,,
3/18/30,Típica VICTOR,Como anillo al dedo,Ernesto Famá,RANCHERA,?,?,VICTOR,,,,
3/18/30,Típica VICTOR,Suplica,Roberto Diaz,VALS,?,?,VICTOR,,,,
3/18/30,Típica VICTOR,Tardecita gris,Ernesto Famá,TANGO,?,?,VICTOR,,,,
3/20/30,Típica VICTOR,Adiós Argentina,,TANGO,Gerardo Matos Rodríguez,Fernán Silva Valdés,VICTOR,,,,
3/20/30,Típica VICTOR,Cocoliche,Ernesto Famá,TANGO,Eugenio Nóbile y Luis Cosenza,Francisco Lamela,VICTOR,,,,
3/20/30,Típica VICTOR,Queja melodiosa,Ernesto Famá,TANGO,José María Rizzuti,Nolo López y Osvaldo Cruz Montenegro,VICTOR,,,,
3/26/30,Típica VICTOR,Marquesita de arrabal,Jaime Moreno,TANGO,?,?,VICTOR,,,,
4/3/30,Típica VICTOR,Recuerdo,Roberto Diaz,TANGO,Osvaldo Pugliese,Eduardo Moreno,VICTOR,,,,
4/9/30,Típica VICTOR,Lunes (Lunes trece),,TANGO,José Luis Padula,Francisco García Jiménez,VICTOR,,,,
4/9/30,Típica VICTOR,Toro bravo,,PASODOBLE,?,?,VICTOR,,,,
4/23/30,Típica VICTOR,Dónde estás corazón,coro,TANGO,Luis Martínez Serrano y Augusto Berto,Luis Martínez Serrano,VICTOR,,,,
4/24/30,Típica VICTOR,Mi muñeca,Jaime Moreno,TANGO,?,?,VICTOR,,,,
4/24/30,Típica VICTOR,Recordando,Jaime Moreno,TANGO,T. Debenedetti,Pingui,VICTOR,,,,
4/29/30,Típica VICTOR,La polleruda,,POLCA,?,?,VICTOR,,,,
4/29/30,Típica VICTOR,Mejorando lo presente,Jaime Moreno,TANGO,?,?,VICTOR,,,,
5/7/30,Típica VICTOR,Linda francesita (2),,TANGO,Eduardo Pereyra y Itala Betty,,VICTOR,,,,
5/7/30,Típica VICTOR,Música de calesita,Ernesto Famá,TANGO,Cátulo Castillo,José González Castillo,VICTOR,,,,
5/8/30,Típica VICTOR,El santiagueño,,TANGO,?,?,VICTOR,,,,
5/8/30,Típica VICTOR,Filo misho,,TANGO,Marcos Larrosa,,VICTOR,,,,
5/8/30,Típica VICTOR,Soñé,,VALS,Alcides Palavecino y Juan Carlos Bazán,,VICTOR,,,,
6/4/30,Típica VICTOR,Hoyitos,Ernesto Famá,TANGO,?,?,VICTOR,,,,
6/4/30,Típica VICTOR,Sacate el antifaz,Ernesto Famá,TANGO,Orlando Romanelli,Alberto Munilla,VICTOR,,,,
6/23/30,Típica VICTOR,Qué querés soy así,Armando Sentous,TANGO,Edgardo Donato,Francisco García Jiménez,VICTOR,,,,
6/26/30,Típica VICTOR,El Chamuyo,,TANGO,Francisco Canaro,,VICTOR,,,,
6/26/30,Típica VICTOR,Lloro el gaucho,Alberto Gómez y Augusto Vila,TANGO,?,?,VICTOR,,,,
9/4/30,Típica VICTOR,Mascaron de proa,Alberto Gómez,TANGO,?,?,VICTOR,,,,
9/4/30,Típica VICTOR,Yira yira,Alberto Gómez y Augusto Vila,TANGO,Enrique Santos Discepolo,Enrique Santos Discepolo,VICTOR,,,,
9/10/30,Típica VICTOR,Herida que sangra,Ernesto Famá,TANGO,Pascual Clausi,Natalio Pavia,VICTOR,,,,
9/10/30,Típica VICTOR,Milonga por qué lloras,Ernesto Famá,TANGO,Enrique Cadícamo,Enrique Cadícamo,VICTOR,,,,
9/10/30,Típica VICTOR,Nobleza gaucha,Roberto Diaz,VALS,?,?,VICTOR,,,,
9/10/30,Típica VICTOR,Sos vos que cambiada estas,Ernesto Famá,TANGO,?,?,VICTOR,,,,
10/11/30,Típica VICTOR,Los cantores del Yerua,Teófilo Ibáñez,VALS,?,?,VICTOR,,,,
10/11/30,Típica VICTOR,Los cardales,Teófilo Ibáñez,RANCHERA,?,?,VICTOR,,,,
11/3/30,Típica VICTOR,Justo el 31,Carlos Lafuente,TANGO,Enrique Santos Discépolo,Enrique Santos Discépolo,VICTOR,,,,
11/3/30,Típica VICTOR,Raja raja de aqui,Carlos Lafuente,TANGO,?,?,VICTOR,,,,
11/6/30,Típica VICTOR,El nochero,Carlos Lafuente,TANGO,?,?,VICTOR,,,,
11/6/30,Típica VICTOR,No te hagas curar,Teófilo Ibáñez,TANGO,?,?,VICTOR,,,,
11/25/30,Típica VICTOR,La serenata (Mi amor),Carlos Lafuente,VALS,Vicente Salerno,Samuel Aguayo,VICTOR,,,,
11/25/30,Típica VICTOR,Ojos lindos y mentirosos,,TANGO,Tito Schipa,Tito Schipa,VICTOR,,,,
11/27/30,Típica VICTOR,El relicario,Teófilo Ibáñez,PASODOBLE,?,?,VICTOR,,,,
11/27/30,Típica VICTOR,Nunca tuvo novio,Carlos Lafuente,TANGO,Agustín Bardi,Enrique Cadícamo,VICTOR,,,,
1/9/31,Típica VICTOR,Dejeme que te acompañe,Carlos Lafuente,TANGO,?,?,VICTOR,,,,
1/9/31,Típica VICTOR,Doña Nicanora,Teófilo Ibáñez,RANCHERA,?,?,VICTOR,,,,
1/13/31,Típica VICTOR,La verdulera,Eugenio Viñas,RANCHERA,?,?,VICTOR,,,,
1/13/31,Típica VICTOR,Portate bien que sos grande,Carlos Lafuente,TANGO,Gerardo Matos Rodríguez,Gerardo Matos Rodríguez,VICTOR,,,,
2/4/31,Típica VICTOR,Tierrita,,TANGO,Agustín Bardi,Jesús Fernández Blanco,VICTOR,,,,
2/5/31,Típica VICTOR,Abrojalera,Teófilo Ibáñez,TANGO,?,?,VICTOR,,,,
2/5/31,Típica VICTOR,Ausencia (3),Alberto Gómez,VALS,Carmelo Saponaro,Francisco Brancatti,VICTOR,,,,
2/5/31,Típica VICTOR,Mi ultimo trago,Teófilo Ibáñez,TANGO,?,?,VICTOR,,,,
2/14/31,Típica VICTOR,Ahora soy casado,Alberto Gómez,TANGO,?,?,VICTOR,,,,
2/14/31,Típica VICTOR,Marga (Un pensamiento),Teófilo Ibáñez,VALS,Osvaldo Pugliese,Eduardo Moreno,VICTOR,,,,
4/6/31,Típica VICTOR,Amor eterno,Vicente Crisera,VALS,Alpidio Bonifacio Fernández y Andres Melina,Enrique Carrera Sotelo,VICTOR,,,,
4/6/31,Típica VICTOR,La victrolera,Vicente Crisera,TANGO,?,?,VICTOR,,,,
4/16/31,Típica VICTOR,Ondas del Danubio,,VALS,Ion Ivanovici,,VICTOR,,,,
4/16/31,Típica VICTOR,Tristeza de amor,Roberto Diaz,TANGO,?,?,VICTOR,,,,
6/2/31,Típica VICTOR,Cielito lindo,Roberto Diaz,RANCHERA,?,?,VICTOR,,,,
6/2/31,Típica VICTOR,Dos años a la marina,Roberto Diaz,VALS,?,?,VICTOR,,,,
6/9/31,Típica VICTOR,Angustia (2),Ernesto Famá,VALS,Osvaldo Cruz Montenegro,Osvaldo Cruz Montenegro,VICTOR,,,,
